date,close,year,month,day,close_log,close_log_diff,lag_1,lag_2,lag_3,rolling_mean
2019-12-05,5.218500137329102,2019,12,5,1.6522100305937881,-0.0032522931926000087,0.008439615019977031,-0.007627510028569873,-0.03516879572974241,-0.008901172535911694
2019-12-06,5.3042497634887695,2019,12,6,1.6685083414220827,0.016298310828294582,-0.0032522931926000087,0.008439615019977031,-0.007627510028569873,-0.004262134620528135
2019-12-09,5.3042497634887695,2019,12,9,1.6685083414220827,0.0,0.016298310828294582,-0.0032522931926000087,0.008439615019977031,0.0027716245254203464
2019-12-10,5.349500179290772,2019,12,10,1.6770031321119498,0.008494790689867138,0.0,0.016298310828294582,-0.0032522931926000087,0.005996084669107749
2019-12-11,5.433499813079834,2019,12,11,1.6925834591193394,0.015580327007389538,0.008494790689867138,0.0,0.016298310828294582,0.00742422706659025
2019-12-12,5.601749897003174,2019,12,12,1.723079030536604,0.030495571417264555,0.015580327007389538,0.008494790689867138,0.0,0.014173799988563163
2019-12-13,5.59975004196167,2019,12,13,1.7227219613809286,-0.00035706915567534914,0.030495571417264555,0.015580327007389538,0.008494790689867138,0.010842723991769176
2019-12-16,5.628749847412109,2019,12,16,1.7278873655249802,0.005165404144051644,-0.00035706915567534914,0.030495571417264555,0.015580327007389538,0.011875804820579506
2019-12-17,5.707250118255615,2019,12,17,1.7417373171678288,0.013849951642848524,0.005165404144051644,-0.00035706915567534914,0.030495571417264555,0.012946837011175782
2019-12-18,5.737750053405762,2019,12,18,1.7470671567299263,0.005329839562097538,0.013849951642848524,0.005165404144051644,-0.00035706915567534914,0.010896739522117383
2019-12-19,5.886499881744385,2019,12,19,1.7726615734468225,0.025594416716896218,0.005329839562097538,0.013849951642848524,0.005165404144051644,0.009916508582043715
2019-12-20,5.984250068664551,2019,12,20,1.7891310293485745,0.016469455901751973,0.025594416716896218,0.005329839562097538,0.013849951642848524,0.013281813593529179
2019-12-23,5.9704999923706055,2019,12,23,1.7868306747134537,-0.0023003546351207937,0.016469455901751973,0.025594416716896218,0.005329839562097538,0.011788661837694692
2019-12-24,5.965499877929688,2019,12,24,1.7859928538710053,-0.0008378208424484335,-0.0023003546351207937,0.016469455901751973,0.025594416716896218,0.0088511073406353
2019-12-26,5.979750156402588,2019,12,26,1.7883787872239494,0.002385933352944125,-0.0008378208424484335,-0.0023003546351207937,0.016469455901751973,0.008262326098804618
2019-12-27,5.921750068664551,2019,12,27,1.7786320249158682,-0.009746762308081136,0.002385933352944125,-0.0008378208424484335,-0.0023003546351207937,0.0011940902938091468
2019-12-30,5.808000087738037,2019,12,30,1.7592362926289062,-0.01939573228696201,-0.009746762308081136,0.002385933352944125,-0.0008378208424484335,-0.005978947343933649
2019-12-31,5.882500171661377,2019,12,31,1.7719818708010846,0.012745578172178362,-0.01939573228696201,-0.009746762308081136,0.002385933352944125,-0.002969760782473818
2020-01-02,5.99774980545044,2020,1,2,1.7913843664608808,0.019402495659796237,0.012745578172178362,-0.01939573228696201,-0.009746762308081136,0.001078302517975116
2020-01-03,5.901750087738037,2020,1,3,1.7752489319675095,-0.016135434493371292,0.019402495659796237,0.012745578172178362,-0.01939573228696201,-0.0026259710512879673
2020-01-06,5.926499843597412,2020,1,6,1.7794337931470376,0.004184861179528099,-0.016135434493371292,0.019402495659796237,0.012745578172178362,0.0001603536462338795
2020-01-07,5.9982500076293945,2020,1,7,1.7914677612903305,0.012033968143292828,0.004184861179528099,-0.016135434493371292,0.019402495659796237,0.006446293732284847
2020-01-08,6.009500026702881,2020,1,8,1.7933415548541511,0.0018737935638206693,0.012033968143292828,0.004184861179528099,-0.016135434493371292,0.004271936810613308
2020-01-09,6.075500011444092,2020,1,9,1.8042642922501755,0.01092273739602434,0.0018737935638206693,0.012033968143292828,0.004184861179528099,0.002575985157858929
2020-01-10,6.107999801635742,2020,1,10,1.8095993548802463,0.005335062630070775,0.01092273739602434,0.0018737935638206693,0.012033968143292828,0.006870084582547342
2020-01-13,6.299499988555908,2020,1,13,1.8404702633518806,0.030870908471634317,0.005335062630070775,0.01092273739602434,0.0018737935638206693,0.012207294040968587
2020-01-14,6.182000160217285,2020,1,14,1.821641869626664,-0.018828393725216497,0.030870908471634317,0.005335062630070775,0.01092273739602434,0.006034821667266721
2020-01-15,6.139249801635742,2020,1,15,1.814702552550189,-0.006939317076475104,-0.018828393725216497,0.030870908471634317,0.005335062630070775,0.004272199539207567
2020-01-16,6.223249912261963,2020,1,16,1.828292264231453,0.013589711681263994,-0.006939317076475104,-0.018828393725216497,0.030870908471634317,0.004805594396255497
2020-01-17,6.23199987411499,2020,1,17,1.82969728836867,0.0014050241372169925,0.013589711681263994,-0.006939317076475104,-0.018828393725216497,0.00401958669768474
2020-01-21,6.198500156402588,2020,1,21,1.8243073525283926,-0.00538993584027736,0.0014050241372169925,0.013589711681263994,-0.006939317076475104,-0.003232582164697595
2020-01-22,6.252749919891357,2020,1,22,1.8330213541649496,0.008714001636557,-0.00538993584027736,0.0014050241372169925,0.013589711681263994,0.0022758969076571043
2020-01-23,6.321499824523926,2020,1,23,1.8439564940112017,0.010935139846252051,0.008714001636557,-0.00538993584027736,0.0014050241372169925,0.005850788292202536
2020-01-24,6.26200008392334,2020,1,24,1.8344996363062165,-0.009456857704985167,0.010935139846252051,0.008714001636557,-0.00538993584027736,0.0012414744149527035
2020-01-27,6.005000114440918,2020,1,27,1.7925924745895516,-0.041907161716664865,-0.009456857704985167,0.010935139846252051,0.008714001636557,-0.007420962755823668
2020-01-28,6.199250221252441,2020,1,28,1.8244283526821174,0.03183587809256583,-0.041907161716664865,-0.009456857704985167,0.010935139846252051,2.420003074496968e-05
2020-01-29,6.138500213623047,2020,1,29,1.814580447439286,-0.009847905242831523,0.03183587809256583,-0.041907161716664865,-0.009456857704985167,-0.003688181345132735
2020-01-30,6.145249843597412,2020,1,30,1.8156794002219812,0.0010989527826952283,-0.009847905242831523,0.03183587809256583,-0.041907161716664865,-0.0056554187578441
2020-01-31,5.910749912261963,2020,1,31,1.7767727120759236,-0.03890668814605758,0.0010989527826952283,-0.009847905242831523,0.03183587809256583,-0.011545384846058581
2020-02-03,6.008250236511231,2020,2,3,1.7931335641456105,0.01636085206968696,-0.03890668814605758,0.0010989527826952283,-0.009847905242831523,0.00010821791121178315
2020-02-04,6.178249835968018,2020,2,4,1.8210350332980276,0.02790146915241709,0.01636085206968696,-0.03890668814605758,0.0010989527826952283,-0.0006786638768179643
2020-02-05,6.269000053405762,2020,2,5,1.8356168608108554,0.014581827512827772,0.02790146915241709,0.01636085206968696,-0.03890668814605758,0.004207282674313894
2020-02-06,6.356249809265137,2020,2,6,1.849438550807281,0.013821689996425635,0.014581827512827772,0.02790146915241709,0.01636085206968696,0.006751830117059976
2020-02-07,6.289750099182129,2020,2,7,1.8389213400633404,-0.01051721074394063,0.013821689996425635,0.014581827512827772,0.02790146915241709,0.012429725597483366
2020-02-10,6.574250221252441,2020,2,10,1.883160536770864,0.04423919670752352,-0.01051721074394063,0.013821689996425635,0.014581827512827772,0.018005394525050678
2020-02-11,6.697249889373779,2020,2,11,1.9016969778608317,0.01853644108996777,0.04423919670752352,-0.01051721074394063,0.013821689996425635,0.016132388912560813
2020-02-12,6.813499927520752,2020,2,12,1.918905927570144,0.017208949709312416,0.01853644108996777,0.04423919670752352,-0.01051721074394063,0.01665781335185774
2020-02-13,6.769499778747559,2020,2,13,1.9124271962693082,-0.0064787313008358716,0.017208949709312416,0.01853644108996777,0.04423919670752352,0.012597729092405441
2020-02-14,7.244750022888184,2020,2,14,1.9802770717803138,0.06784987551100552,-0.0064787313008358716,0.017208949709312416,0.01853644108996777,0.02827114634339467
2020-02-18,7.414249897003174,2020,2,18,2.003403810257505,0.023126738477191378,0.06784987551100552,-0.0064787313008358716,0.017208949709312416,0.024048654697328243
2020-02-19,7.867499828338623,2020,2,19,2.0627403281373744,0.059336517879869266,0.023126738477191378,0.06784987551100552,-0.0064787313008358716,0.032208670055308544
2020-02-20,7.71750020980835,2020,2,20,2.043490504580228,-0.01924982355714633,0.059336517879869266,0.023126738477191378,0.06784987551100552,0.024916915402016793
2020-02-21,7.351749897003174,2020,2,21,1.9949383661128297,-0.048552138467398365,-0.01924982355714633,0.059336517879869266,0.023126738477191378,0.016502233968704295
2020-02-24,6.831999778747559,2020,2,24,1.9216174241015431,-0.07332094201128658,-0.048552138467398365,-0.01924982355714633,0.059336517879869266,-0.011731929535754127
2020-02-25,6.551249980926514,2020,2,25,1.879655868222812,-0.04196155587873118,-0.07332094201128658,-0.048552138467398365,-0.01924982355714633,-0.02474958840693864
2020-02-26,6.691249847412109,2020,2,26,1.9008006799213601,0.021144811698548205,-0.04196155587873118,-0.07332094201128658,-0.048552138467398365,-0.03238792964320285
2020-02-27,6.315000057220459,2020,2,27,1.842927764863493,-0.05787291505786718,0.021144811698548205,-0.04196155587873118,-0.07332094201128658,-0.040112547943347024
2020-02-28,6.7517499923706055,2020,2,28,1.909801729411836,0.06687396454834293,-0.05787291505786718,0.021144811698548205,-0.04196155587873118,-0.01702732734019876
2020-03-02,6.910749912261963,2020,3,2,1.9330781575440572,0.023276428132221305,0.06687396454834293,-0.05787291505786718,0.021144811698548205,0.0022921466885028165
2020-03-03,6.647250175476074,2020,3,3,1.8942032617027758,-0.038874895841281454,0.023276428132221305,0.06687396454834293,-0.05787291505786718,0.002909478695992762
2020-03-04,7.112750053405762,2020,3,4,1.9618889557280648,0.06768569402528901,-0.038874895841281454,0.023276428132221305,0.06687396454834293,0.012217655161340924
2020-03-05,6.832250118255615,2020,3,5,1.9216540656310779,-0.040234890096986886,0.06768569402528901,-0.038874895841281454,0.023276428132221305,0.01574526015351698
2020-03-06,6.651000022888184,2020,3,6,1.8947672227435988,-0.026886842887479112,-0.040234890096986886,0.06768569402528901,-0.038874895841281454,-0.003006901333647427
2020-03-09,6.136000156402588,2020,3,9,1.8141730895542945,-0.0805941331893043,-0.026886842887479112,-0.040234890096986886,0.06768569402528901,-0.02378101359795255
2020-03-10,6.526999950408936,2020,3,10,1.8759474120552462,0.06177432250095172,-0.0805941331893043,-0.026886842887479112,-0.040234890096986886,-0.003651169929505915
2020-03-11,6.161749839782715,2020,3,11,1.8183608021064253,-0.05758660994882092,0.06177432250095172,-0.0805941331893043,-0.026886842887479112,-0.028705630724327903
2020-03-12,5.407750129699707,2020,3,12,1.6878331338455164,-0.1305276682609089,-0.05758660994882092,0.06177432250095172,-0.0805941331893043,-0.046764186357112304
2020-03-13,6.020999908447266,2020,3,13,1.795253343276741,0.10742020943122466,-0.1305276682609089,-0.05758660994882092,0.06177432250095172,-0.019902775893371548
2020-03-16,4.909999847412109,2020,3,16,1.5912739107294653,-0.20397943254727569,0.10742020943122466,-0.1305276682609089,-0.05758660994882092,-0.044579835764965825
2020-03-17,5.4317498207092285,2020,3,17,1.6922613326252927,0.10098742189582732,-0.20397943254727569,0.10742020943122466,-0.1305276682609089,-0.0367372158859907
2020-03-18,5.070499897003174,2020,3,18,1.6234394117569613,-0.06882192086833139,0.10098742189582732,-0.20397943254727569,0.10742020943122466,-0.0389842780698928
2020-03-19,5.324250221252441,2020,3,19,1.6722718981610742,0.048832486404112974,-0.06882192086833139,0.10098742189582732,-0.20397943254727569,-0.003112247136888424
2020-03-20,5.143750190734863,2020,3,20,1.637782422524139,-0.03448947563693516,0.048832486404112974,-0.06882192086833139,0.10098742189582732,-0.03149418415052039
2020-03-23,5.317249774932861,2020,3,23,1.6709562100847835,0.033173787560644374,-0.03448947563693516,0.048832486404112974,-0.06882192086833139,0.015936459871063624
2020-03-24,6.229499816894531,2020,3,24,1.8292960433634955,0.15833983327871204,0.033173787560644374,-0.03448947563693516,0.048832486404112974,0.027406942147640567
2020-03-25,6.140500068664551,2020,3,25,1.8149061832505426,-0.014389860112952846,0.15833983327871204,0.033173787560644374,-0.03448947563693516,0.038293354298716276
2020-03-26,6.431000232696533,2020,3,26,1.8611300833362947,0.04622390008575206,-0.014389860112952846,0.15833983327871204,0.033173787560644374,0.03777163703504409
2020-03-27,6.318250179290772,2020,3,27,1.8434422994577062,-0.017687783878588492,0.04622390008575206,-0.014389860112952846,0.15833983327871204,0.041131975386713426
2020-03-30,6.639750003814697,2020,3,30,1.8930743127516554,0.04963201329394917,-0.017687783878588492,0.04622390008575206,-0.014389860112952846,0.04442362053337438
2020-03-31,6.590000152587891,2020,3,31,1.8855533716688755,-0.007520941082779897,0.04963201329394917,-0.017687783878588492,0.04622390008575206,0.011251465661075998
2020-04-01,6.076749801635742,2020,4,1,1.804469980944085,-0.08108339072479054,-0.007520941082779897,0.04963201329394917,-0.017687783878588492,-0.0020872404612915394
2020-04-02,6.386750221252441,2020,4,2,1.8542255664485956,0.04975558550451065,-0.08108339072479054,-0.007520941082779897,0.04963201329394917,-0.0013809033775398216
2020-04-03,6.097750186920166,2020,4,3,1.807919881331405,-0.046305685117190576,0.04975558550451065,-0.08108339072479054,-0.007520941082779897,-0.0071044836252602385
2020-04-06,6.710000038146973,2020,4,6,1.9035989566686833,0.09567907533727826,-0.046305685117190576,0.04975558550451065,-0.08108339072479054,0.00210492878340558
2020-04-07,6.475749969482422,2020,4,7,1.868064426281048,-0.03553453038763532,0.09567907533727826,-0.046305685117190576,0.04975558550451065,-0.003497789077565505
2020-04-08,6.673749923706055,2020,4,8,1.8981819094003136,0.030117483119265653,-0.03553453038763532,0.09567907533727826,-0.046305685117190576,0.018742385691245735
2020-04-09,6.573750019073486,2020,4,9,1.883084448822879,-0.015097460577434552,0.030117483119265653,-0.03553453038763532,0.09567907533727826,0.005771776474856693
2020-04-13,6.746250152587891,2020,4,13,1.9089868175688944,0.02590236874601537,-0.015097460577434552,0.030117483119265653,-0.03553453038763532,0.020213387247497883
2020-04-14,7.098750114440918,2020,4,14,1.9599187283307826,0.05093191076188819,0.02590236874601537,-0.015097460577434552,0.030117483119265653,0.011263954332419867
2020-04-15,7.020999908447266,2020,4,15,1.948905644995269,-0.01101308333551354,0.05093191076188819,0.02590236874601537,-0.015097460577434552,0.016168243742844222
2020-04-16,7.367499828338623,2020,4,16,1.9970784123298988,0.04817276733462972,-0.01101308333551354,0.05093191076188819,0.02590236874601537,0.019779300585917037
2020-04-17,7.308000087738037,2020,4,17,1.9889696505215124,-0.008108761808386378,0.04817276733462972,-0.01101308333551354,0.05093191076188819,0.02117704033972667
2020-04-20,7.176249980926514,2020,4,20,1.970776959841847,-0.018192690679665446,-0.008108761808386378,0.04817276733462972,-0.01101308333551354,0.012358028454590508
2020-04-21,6.737750053405762,2020,4,21,1.9077260492244552,-0.06305091061739176,-0.018192690679665446,-0.008108761808386378,0.04817276733462972,-0.010438535821265481
2020-04-22,7.153749942779541,2020,4,22,1.9676366867425086,0.05991063751805337,-0.06305091061739176,-0.018192690679665446,-0.008108761808386378,0.0037462083494478994
2020-04-23,7.100249767303467,2020,4,23,1.960129961921967,-0.007506724820541599,0.05991063751805337,-0.06305091061739176,-0.018192690679665446,-0.007389690081586364
2020-04-24,7.239749908447266,2020,4,24,1.9795866627688552,0.01945670084688822,-0.007506724820541599,0.05991063751805337,-0.06305091061739176,-0.0018765975505314447
2020-04-27,7.427000045776367,2020,4,27,2.0051220148506665,0.025535352081811347,0.01945670084688822,-0.007506724820541599,0.05991063751805337,0.006869011001763914
2020-04-28,7.283999919891357,2020,4,28,1.9856801508674697,-0.019441863983196805,0.025535352081811347,0.01945670084688822,-0.007506724820541599,0.015590820328602905
2020-04-29,7.46150016784668,2020,4,29,2.0097564888844173,0.02407633801694753,-0.019441863983196805,0.025535352081811347,0.01945670084688822,0.008423960428381738
2020-04-30,7.307000160217285,2020,4,30,1.9888328147356285,-0.020923674148788818,0.02407633801694753,-0.019441863983196805,0.025535352081811347,0.005740570562732294
2020-05-01,7.069499969482422,2020,5,1,1.9557897517329637,-0.033043063002664796,-0.020923674148788818,0.02407633801694753,-0.019441863983196805,-0.004759382207178309
2020-05-04,7.282249927520752,2020,5,4,1.9854398704387586,0.029650118705794926,-0.033043063002664796,-0.020923674148788818,0.02407633801694753,-0.003936428882381593
2020-05-05,7.343500137329102,2020,5,5,1.9938155869125496,0.008375716473790984,0.029650118705794926,-0.033043063002664796,-0.020923674148788818,0.0016270872090159648
2020-05-06,7.44474983215332,2020,5,6,2.0075090634429085,0.013693476530358906,0.008375716473790984,0.029650118705794926,-0.033043063002664796,-0.0004494850883017598
2020-05-07,7.621749877929687,2020,5,7,2.031005986107614,0.02349692266470571,0.013693476530358906,0.008375716473790984,0.029650118705794926,0.008434634274397146
2020-05-08,7.8125,2020,5,8,2.05572501506252,0.024719028954905742,0.02349692266470571,0.013693476530358906,0.008375716473790984,0.019987052665911255
2020-05-11,8.065500259399414,2020,5,11,2.0875957380973085,0.03187072303478855,0.024719028954905742,0.02349692266470571,0.013693476530358906,0.02043117353170998
2020-05-12,7.802499771118164,2020,5,12,2.054444165828374,-0.033151572268934615,0.03187072303478855,0.024719028954905742,0.02349692266470571,0.012125715783164858
2020-05-13,7.78000020980835,2020,5,13,2.0515563651579543,-0.0028878006704196046,-0.033151572268934615,0.03187072303478855,0.024719028954905742,0.008809460343009157
2020-05-14,8.030500411987305,2020,5,14,2.0832468438236345,0.0316904786656802,-0.0028878006704196046,-0.033151572268934615,0.03187072303478855,0.010448171543204054
2020-05-15,8.490750312805176,2020,5,15,2.138977372484891,0.055730528661256606,0.0316904786656802,-0.0028878006704196046,-0.033151572268934615,0.016650471484474228
2020-05-18,8.750249862670898,2020,5,18,2.1690822556956326,0.030104883210741562,0.055730528661256606,0.0316904786656802,-0.0028878006704196046,0.01629730351966483
2020-05-19,8.805500030517578,2020,5,19,2.1753765297187435,0.006294274023110891,0.030104883210741562,0.055730528661256606,0.0316904786656802,0.024186472778073932
2020-05-20,8.970000267028809,2020,5,20,2.1938857058398025,0.018509176121058957,0.006294274023110891,0.030104883210741562,0.055730528661256606,0.028465868136369643
2020-05-21,8.775250434875488,2020,5,21,2.1719353085316335,-0.021950397308168945,0.018509176121058957,0.006294274023110891,0.030104883210741562,0.017737692941599815
2020-05-22,9.026249885559082,2020,5,22,2.2001369861045763,0.028201677572942785,-0.021950397308168945,0.018509176121058957,0.006294274023110891,0.01223192272393705
2020-05-26,8.71774959564209,2020,5,26,2.1653611307198344,-0.03477585538474193,0.028201677572942785,-0.021950397308168945,0.018509176121058957,-0.000744224995159648
2020-05-27,8.525250434875488,2020,5,27,2.143032399263083,-0.022328731456751516,-0.03477585538474193,0.028201677572942785,-0.021950397308168945,-0.006468826091132129
2020-05-28,8.487000465393066,2020,5,28,2.138535635823531,-0.004496763439552076,-0.022328731456751516,-0.03477585538474193,0.028201677572942785,-0.011070014003254336
2020-05-29,8.875499725341797,2020,5,29,2.1832946408570613,0.044759005033530475,-0.004496763439552076,-0.022328731456751516,-0.03477585538474193,0.002271866465085548
2020-06-01,8.806249618530273,2020,6,1,2.1754616533467854,-0.007832987510275835,0.044759005033530475,-0.004496763439552076,-0.022328731456751516,-0.004935066551558176
2020-06-02,8.825249671936035,2020,6,2,2.1776168938566762,0.002155240509890799,-0.007832987510275835,0.044759005033530475,-0.004496763439552076,0.0024511526273683693
2020-06-03,8.769499778747559,2020,6,3,2.171279766986288,-0.006337126870388232,0.002155240509890799,-0.007832987510275835,0.044759005033530475,0.005649473544641026
2020-06-04,8.766500473022461,2020,6,4,2.170937692886005,-0.00034207410028308516,-0.006337126870388232,0.002155240509890799,-0.007832987510275835,0.006480411412494824
2020-06-05,8.920000076293945,2020,6,5,2.1882959551450507,0.017358262259045798,-0.00034207410028308516,-0.006337126870388232,0.002155240509890799,0.001000262857597889
2020-06-08,8.805000305175781,2020,6,8,2.1753197766075423,-0.012976178537508432,0.017358262259045798,-0.00034207410028308516,-0.006337126870388232,-2.8375347848630385e-05
2020-06-09,9.04599952697754,2020,6,9,2.202322618764863,0.02700284215732074,-0.012976178537508432,0.017358262259045798,-0.00034207410028308516,0.004941144981637358
2020-06-10,9.36674976348877,2020,6,10,2.237166159179082,0.03484354041421911,0.02700284215732074,-0.012976178537508432,0.017358262259045798,0.013177278438558825
2020-06-11,8.796250343322754,2020,6,11,2.1743255333292026,-0.06284062584987948,0.03484354041421911,0.02700284215732074,-0.012976178537508432,0.0006775680886395464
2020-06-12,8.932499885559082,2020,6,12,2.1896962981036823,0.015370764774479628,-0.06284062584987948,0.03484354041421911,0.02700284215732074,0.0002800685917263124
2020-06-15,9.173749923706056,2020,6,15,2.216346136560586,0.02664983845690383,0.015370764774479628,-0.06284062584987948,0.03484354041421911,0.008205271990608765
2020-06-16,9.068499565124512,2020,6,16,2.2048068221208283,-0.011539314439757753,0.02664983845690383,0.015370764774479628,-0.06284062584987948,0.0004968406711930662
2020-06-17,9.236000061035156,2020,6,17,2.223108898100646,0.01830207597981781,-0.011539314439757753,0.02664983845690383,0.015370764774479628,-0.0028114522156871937
2020-06-18,9.218000411987305,2020,6,18,2.2211581389921,-0.0019507591085461407,0.01830207597981781,-0.011539314439757753,0.02664983845690383,0.009366521132579474
2020-06-19,9.261249542236328,2020,6,19,2.225838979320879,0.0046808403287790235,-0.0019507591085461407,0.01830207597981781,-0.011539314439757753,0.007228536243439354
2020-06-22,9.52674961090088,2020,6,22,2.254103590328343,0.028264611007463802,0.0046808403287790235,-0.0019507591085461407,0.01830207597981781,0.007551490753551349
2020-06-23,9.449999809265137,2020,6,23,2.2460147213220676,-0.008088869006275257,0.028264611007463802,0.0046808403287790235,-0.0019507591085461407,0.008241579840247848
2020-06-24,9.23550033569336,2020,6,24,2.223054790385389,-0.022959930936678585,-0.008088869006275257,0.028264611007463802,0.0046808403287790235,-1.0821543051431348e-05
2020-06-25,9.489999771118164,2020,6,25,2.2502385885036236,0.02718379811823457,-0.022959930936678585,-0.008088869006275257,0.028264611007463802,0.005816089902304711
2020-06-26,9.154999732971191,2020,6,26,2.214300148958936,-0.03593843954468756,0.02718379811823457,-0.022959930936678585,-0.008088869006275257,-0.002307766072388606
2020-06-29,9.199999809265137,2020,6,29,2.2192034633229443,0.00490331436400826,-0.03593843954468756,0.02718379811823457,-0.022959930936678585,-0.0069800254010797145
2020-06-30,9.497750282287598,2020,6,30,2.2510549581712342,0.031851494848289974,0.00490331436400826,-0.03593843954468756,0.02718379811823457,0.0010080473698333315
2020-07-01,9.529999732971191,2020,7,1,2.254444689646298,0.0033897314750639396,0.031851494848289974,0.00490331436400826,-0.03593843954468756,0.006277979852181837
2020-07-02,9.612250328063965,2020,7,2,2.263038360820991,0.008593671174693007,0.0033897314750639396,0.031851494848289974,0.00490331436400826,0.002559954463473524
2020-07-06,9.83924961090088,2020,7,6,2.286379449101504,0.023341088280512956,0.008593671174693007,0.0033897314750639396,0.031851494848289974,0.014415860028513628
